CD_MUN;NM_MUN;V00001;V00002;V00003;V00004;V00005;V00006;V00007;V00008;V00009;V00010;V00011;V00012;V00013;V00014;V00015;V00016;V00017;V00018;V00019;V00020;V00021;V00022;V00023;V00024;V00025;V00026;V00027;V00028;V00029;V00030;V00031;V00032;V00033;V00034;V00035;V00036;V00037;V00038;V00039;V00040;V00041;V00042;V00043;V00044;V00045;V00046;V00047;V00048;V00049;V00050;V00051;V00052;V00053;V00054;V00055;V00056;V00057;V00058;V00059;V00060;V00061;V00062;V00063;V00064;V00065;V00066;V00067;V00068;V00069;V00070;V00071;V00072;V00073;V00074;V00075;V00076;V00077;V00078;V00079;V00080;V00081;V00082;V00083;V00084;V00085;V00086;V00087;V00088;V00089
3528601;Manduri;3689;0;24;3689;9844;0;25;1140;0;0;4875;0;14;4969;0;11;701;1170;912;593;196;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;3674;4;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;9844;1140;4875;4969;701;1170;912;593;196;53;0;0;0;0;9818;13;5;1138;0;0
3528700;Marabá Paulista;1381;0;0;1381;3496;17;0;400;3;0;1789;3;0;1707;9;0;275;487;342;189;68;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1365;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3496;400;1789;1707;275;487;342;189;68;3;0;0;0;0;3454;0;0;396;0;0
3528809;Maracaí;4828;0;0;4828;12651;0;19;1524;0;0;6247;0;8;6404;0;11;987;1482;1196;832;223;62;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12651;1524;6247;6404;987;1482;1196;832;223;62;3;0;0;0;12636;11;0;1521;0;0
3528858;Marapoama;1238;0;0;1238;3292;0;0;388;0;0;1668;0;0;1624;0;0;192;416;349;197;48;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3292;388;1668;1624;192;416;349;197;48;9;0;0;0;0;3289;3;0;388;0;0
3528908;Mariápolis;1382;0;0;1382;3511;0;0;390;0;0;1750;0;0;1761;0;0;318;420;348;194;64;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3511;390;1750;1761;318;420;348;194;64;16;0;0;0;0;3511;0;0;390;0;0
3529005;Marília;88375;3;1401;88375;235826;59;1409;28449;4;0;112373;24;1273;123453;16;124;16940;27778;21763;14753;4696;1231;193;17;0;0;0;0;0;0;0;0;0;0;0;0;1390;3;0;0;0;0;0;0;0;0;73434;3240;11520;41;0;15;0;0;0;0;0;0;110;53;28;1157;40;0;0;0;6;7;0;235826;28449;112373;123453;16940;27778;21763;14753;4696;1231;193;17;0;0;203101;8857;23639;24081;1371;2864
3529104;Marinópolis;717;0;0;717;1860;0;0;162;0;0;932;0;0;928;0;0;119;253;185;106;37;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1860;162;932;928;119;253;185;106;37;3;0;0;0;0;1860;0;0;162;0;0
3529203;Martinópolis;8845;0;1294;8845;23581;0;1294;2773;0;0;11507;0;1283;12074;0;8;1774;2698;2152;1408;524;143;22;6;3;0;0;0;0;0;0;0;0;0;0;0;1294;0;0;0;0;0;0;0;0;0;8818;0;16;0;0;0;0;0;0;0;0;0;23;0;0;1268;0;0;0;0;3;0;0;23581;2773;11507;12074;1774;2698;2152;1408;524;143;22;6;3;0;23516;18;41;2762;0;6
3529302;Matão;28817;0;62;28817;78930;14;62;8571;6;0;38718;6;30;40212;8;31;4846;8877;7607;5052;1640;438;79;3;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;27529;91;965;180;0;0;0;0;0;0;0;0;54;0;8;0;0;0;0;0;0;0;0;78930;8571;38718;40212;4846;8877;7607;5052;1640;438;79;3;0;0;76110;301;2085;8194;24;254
3529401;Mauá;152616;57;297;152616;417259;188;320;50977;22;34;200624;85;138;216635;62;172;28646;43745;39685;27141;9020;2355;448;54;6;3;22;10;7;5;0;0;0;0;0;0;297;0;0;0;0;0;0;0;0;0;133063;359;18511;181;0;307;21;0;14;9;9;0;162;0;41;0;17;0;10;13;54;0;0;417259;50977;200624;216635;28646;43745;39685;27141;9020;2355;448;54;6;3;367671;1211;46828;44351;152;6103
3529500;Mendonça;2309;0;0;2309;6147;0;0;723;0;0;3109;0;0;3038;0;0;382;772;632;352;112;21;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2286;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6147;723;3109;3038;382;772;632;352;112;21;7;0;0;0;6095;52;0;723;0;0
3529609;Meridiano;1726;0;0;1726;4572;0;0;497;0;0;2245;0;0;2327;0;0;336;540;440;280;79;25;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4572;497;2245;2327;336;540;440;280;79;25;6;0;0;0;4572;0;0;497;0;0
3529658;Mesópolis;743;0;0;743;1951;0;0;224;0;0;989;0;0;962;0;0;146;255;161;123;29;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1951;224;989;962;146;255;161;123;29;16;0;0;0;0;1951;0;0;224;0;0
3529708;Miguelópolis;7131;0;31;7131;19372;0;31;2384;0;0;9491;0;12;9881;0;17;1344;2072;1850;1198;418;96;18;3;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;7063;36;20;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;5;0;0;19372;2384;9491;9881;1344;2072;1850;1198;418;96;18;3;0;0;19208;101;60;2371;3;4
3529807;Mineiros do Tietê;4138;0;30;4138;11200;0;30;1302;0;0;5551;0;20;5649;0;10;846;1175;1073;647;252;63;24;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;4099;38;0;0;0;0;0;0;0;0;0;0;27;0;0;0;3;0;0;0;0;0;0;11200;1302;5551;5649;846;1175;1073;647;252;63;24;0;0;0;11108;92;0;1296;6;0
3529906;Miracatu;6839;0;39;6839;18491;6;43;2583;0;3;9191;3;31;9300;3;12;1443;2048;1557;1032;442;130;18;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;6679;28;113;7;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;9;9;0;0;18491;2583;9191;9300;1443;2048;1557;1032;442;130;18;0;0;0;18110;99;252;2526;18;26
3530003;Mira Estrela;1239;0;0;1239;3116;0;0;332;0;0;1555;0;0;1561;0;0;228;483;260;169;55;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3116;332;1555;1561;228;483;260;169;55;4;0;0;0;0;3110;5;0;332;0;0
3530102;Mirandópolis;9107;11;1832;9107;23580;40;1834;2440;4;0;11540;16;1819;12040;15;14;1833;3061;2172;1380;436;91;3;3;0;0;0;4;0;0;0;0;0;0;0;0;1830;0;0;0;0;0;0;0;0;0;9010;41;41;0;0;0;11;0;0;0;0;0;29;0;0;1800;0;0;0;3;0;0;0;23580;2440;11540;12040;1833;3061;2172;1380;436;91;3;3;0;0;23373;117;82;2415;10;4
3530201;Mirante do Paranapanema;6122;15;23;6122;15844;45;26;1837;6;4;7880;18;14;7964;23;8;1324;1951;1500;850;323;92;7;6;0;0;0;9;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;6111;0;7;0;0;0;11;0;0;0;0;0;18;0;0;0;0;0;0;0;5;0;0;15844;1837;7880;7964;1324;1951;1500;850;323;92;7;6;0;0;15825;0;9;1834;0;0
3530300;Mirassol;23207;4;105;23207;63200;6;105;7607;0;0;30652;3;29;32548;3;74;3921;7296;6157;3930;1261;350;68;20;4;3;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;20669;1141;1362;4;0;0;0;3;0;0;0;0;74;4;10;0;10;0;7;0;0;0;0;63200;7607;30652;32548;3921;7296;6157;3930;1261;350;68;20;4;3;56577;3562;3024;6595;581;412
3530409;Mirassolândia;1721;0;0;1721;4664;5;0;561;0;0;2345;3;0;2319;0;0;304;542;424;299;109;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4664;561;2345;2319;304;542;424;299;109;18;0;0;0;0;4658;4;0;560;0;0
3530508;Mococa;24693;0;111;24693;67275;8;138;7401;0;0;32893;0;69;34382;6;67;4417;7678;6253;4158;1373;445;70;3;0;5;0;0;0;0;0;0;0;0;0;0;101;0;0;3;0;0;0;0;0;0;23910;165;590;7;0;0;0;0;0;0;0;0;77;3;0;0;0;0;0;26;5;0;0;67275;7401;32893;34382;4417;7678;6253;4158;1373;445;70;3;0;5;65536;461;1242;7200;40;141
3530607;Mogi das Cruzes;158668;22;357;158668;450620;120;425;57508;8;25;216683;49;167;233937;28;252;27247;45000;40331;28599;10944;3634;875;151;9;43;0;0;0;0;0;0;0;0;0;0;326;13;6;0;0;0;0;0;0;0;113871;8965;35276;205;0;10;0;3;3;0;0;0;162;12;20;0;73;0;19;48;21;0;0;450620;57508;216683;233937;27247;45000;40331;28599;10944;3634;875;151;9;43;333566;26811;89298;41633;3659;11817
3530706;Mogi Guaçu;54715;3;319;54715;152609;26;319;17988;0;46;74603;9;177;78006;8;137;8755;16668;14545;9530;3403;984;192;32;7;0;0;0;0;0;0;0;0;0;0;0;319;0;0;0;0;0;0;0;0;0;49917;1168;3467;73;0;0;0;3;0;0;0;0;168;0;34;0;0;0;14;44;59;0;0;152609;17988;74603;78006;8755;16668;14545;9530;3403;984;192;32;7;0;141510;3362;7481;16562;451;893
3530805;Mogi Mirim;33775;3;202;33775;91894;11;247;10203;5;20;44475;5;134;47419;6;113;6032;10503;8650;5598;1949;562;144;26;5;0;0;0;0;0;0;0;0;0;0;0;190;0;3;0;3;0;0;0;0;0;29242;785;3688;3;0;3;0;0;0;0;0;0;164;0;4;0;6;21;0;0;7;0;0;91894;10203;44475;47419;6032;10503;8650;5598;1949;562;144;26;5;0;81494;2286;8063;8896;308;970
3530904;Mombuca;1232;0;0;1232;3722;0;0;586;0;0;1828;0;0;1894;0;0;175;329;319;226;98;40;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3722;586;1828;1894;175;329;319;226;98;40;11;6;0;0;3722;0;0;586;0;0
3531001;Monções;798;0;0;798;1936;0;0;198;0;0;961;0;0;975;0;0;191;297;145;106;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1936;198;961;975;191;297;145;106;37;0;0;0;0;0;1936;0;0;198;0;0
3531100;Mongaguá;21564;12;2726;21564;59144;41;2726;7369;3;8;28797;24;2658;30345;9;66;4152;7329;4249;3208;1609;528;115;12;7;3;6;0;0;0;0;0;0;0;0;0;2726;0;0;0;0;0;0;0;0;0;19439;197;1834;16;0;12;0;0;3;0;0;0;48;0;0;2525;0;0;11;95;0;47;0;59144;7369;28797;30345;4152;7329;4249;3208;1609;528;115;12;7;3;54319;534;4160;6904;45;350
3531209;Monte Alegre do Sul;3237;0;4;3237;8603;0;4;890;0;0;4267;0;0;4336;0;4;592;1098;786;473;192;45;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2941;271;12;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;8603;890;4267;4336;592;1098;786;473;192;45;4;0;0;0;7824;741;25;815;71;0
3531308;Monte Alto;18050;0;142;18050;47417;4;147;5017;0;6;23178;0;85;24239;0;62;3342;5928;4742;2777;830;193;34;3;0;0;0;0;0;0;0;0;0;0;0;0;138;3;0;0;0;0;0;0;0;0;17561;106;359;0;0;0;0;0;0;0;0;0;81;26;0;0;0;0;21;8;6;0;0;47417;5017;23178;24239;3342;5928;4742;2777;830;193;34;3;0;0;46304;296;799;4901;27;72
3531407;Monte Aprazível;8641;0;47;8641;22220;0;54;2387;0;0;10861;0;18;11359;0;32;1743;2821;2248;1247;426;57;10;3;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;8616;0;3;5;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;22220;2387;10861;11359;1743;2821;2248;1247;426;57;10;3;0;0;22168;10;10;2379;0;0
3531506;Monte Azul Paulista;6767;0;24;6767;18120;0;24;1885;0;0;9064;0;14;9056;0;10;1197;2172;1785;1066;378;88;9;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;6710;13;31;7;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;18120;1885;9064;9056;1197;2172;1785;1066;378;88;9;0;0;0;17984;33;67;1869;3;4
3531605;Monte Castelo;1626;0;0;1626;4219;0;0;510;0;0;2092;0;0;2127;0;0;339;529;378;271;64;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4219;510;2092;2127;339;529;378;271;64;20;3;0;0;0;4216;3;0;509;0;0
3531704;Monteiro Lobato;1568;0;17;1568;4121;0;17;518;0;0;2059;0;8;2062;0;9;341;515;339;219;97;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;1557;9;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;4121;518;2059;2062;341;515;339;219;97;16;0;0;0;0;4095;26;0;517;0;0
3531803;Monte Mor;22385;19;14;22385;64586;58;14;8937;8;0;31836;25;4;32750;29;10;3339;6388;5864;4320;1615;522;101;24;3;0;4;4;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;20785;173;1393;7;0;0;0;0;19;0;0;0;14;0;0;0;0;0;0;0;0;0;0;64586;8937;31836;32750;3339;6388;5864;4320;1615;522;101;24;3;0;60272;546;3725;8228;80;612
3531902;Morro Agudo;10011;0;54;10011;27839;0;70;3572;0;0;13643;0;27;14196;0;41;1816;2741;2647;1848;635;185;27;7;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;9997;8;0;0;0;0;0;0;0;0;0;0;25;0;13;0;0;0;0;0;16;0;0;27839;3572;13643;14196;1816;2741;2647;1848;635;185;27;7;0;0;27799;34;0;3563;6;0
3532009;Morungaba;4771;0;49;4771;13549;7;145;1698;0;45;6621;3;72;6928;4;73;786;1364;1269;831;312;105;17;3;0;6;0;0;0;0;0;0;0;0;0;0;16;5;10;8;4;5;0;0;0;0;4622;41;101;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;44;0;0;0;0;13549;1698;6621;6928;786;1364;1269;831;312;105;17;3;0;6;13163;142;244;1639;16;31
3532058;Motuca;1412;0;0;1412;4034;0;0;486;0;0;2040;0;0;1994;0;0;220;401;371;268;99;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1383;3;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4034;486;2040;1994;220;401;371;268;99;26;0;0;0;0;3967;9;0;479;0;0
3532108;Murutinga do Sul;1480;0;14;1480;3712;11;14;369;0;0;1842;3;6;1870;6;8;324;520;335;203;65;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1479;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;3712;369;1842;1870;324;520;335;203;65;16;3;0;0;0;3711;0;0;369;0;0
3532157;Nantes;1027;0;0;1027;2660;0;0;356;0;0;1305;0;0;1355;0;0;238;300;230;186;44;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;895;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2660;356;1305;1355;238;300;230;186;44;9;3;0;0;0;2308;351;0;318;38;0
3532207;Narandiba;2060;0;3;2060;5702;0;3;861;0;0;2830;0;3;2872;0;0;368;556;576;375;113;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2058;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;5702;861;2830;2872;368;556;576;375;113;35;0;0;0;0;5697;0;0;861;0;0
3532306;Natividade da Serra;2838;0;8;2838;6989;0;8;825;0;0;3631;0;7;3358;0;0;728;959;598;327;130;23;17;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;2836;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;3;0;0;0;6989;825;3631;3358;728;959;598;327;130;23;17;0;0;0;6986;3;0;825;0;0
3532405;Nazaré Paulista;6718;0;29;6718;18170;3;29;2195;0;0;9220;0;15;8950;0;14;1253;2159;1602;1031;386;104;3;0;3;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;6656;27;13;0;0;4;0;0;0;0;0;0;25;0;4;0;0;0;0;0;0;0;0;18170;2195;9220;8950;1253;2159;1602;1031;386;104;3;0;3;0;17999;105;40;2183;5;0
3532504;Neves Paulista;3718;0;36;3718;9662;0;36;1018;0;0;4782;0;22;4880;0;14;739;1211;962;538;184;32;6;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;3705;0;11;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;9662;1018;4782;4880;739;1211;962;538;184;32;6;0;0;0;9628;0;30;1010;0;8
3532603;Nhandeara;4013;0;30;4013;9751;0;30;929;0;0;4714;0;17;5037;0;13;949;1432;894;522;137;33;6;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;4000;10;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;9751;929;4714;5037;949;1432;894;522;137;33;6;0;0;0;9722;27;0;926;3;0
3532702;Nipoã;1761;0;0;1761;4748;0;0;669;0;0;2432;0;0;2316;0;0;345;529;444;288;97;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1743;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4748;669;2432;2316;345;529;444;288;97;38;0;0;0;0;4712;0;25;663;0;5
3532801;Nova Aliança;2501;0;0;2501;6690;3;0;801;0;0;3289;0;0;3401;0;0;447;802;647;391;154;34;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2492;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6690;801;3289;3401;447;802;647;391;154;34;3;0;0;0;6665;0;0;796;0;0
3532827;Nova Campina;2919;0;5;2919;8489;0;5;1266;0;0;4234;0;0;4255;0;3;417;799;839;527;215;62;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2916;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;8489;1266;4234;4255;417;799;839;527;215;62;7;0;0;0;8482;7;0;1264;0;0
3532843;Nova Canaã Paulista;819;0;0;819;2028;4;0;163;0;0;1007;0;0;1021;3;0;162;306;192;119;26;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2028;163;1007;1021;162;306;192;119;26;3;0;0;0;0;2028;0;0;163;0;0
3532868;Nova Castilho;398;0;0;398;1062;0;0;136;0;0;521;0;0;541;0;0;77;111;115;62;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1062;136;521;541;77;111;115;62;19;0;0;0;0;0;1062;0;0;136;0;0
3532900;Nova Europa;3373;0;7;3373;9299;0;12;1150;0;0;4652;0;5;4647;0;7;583;1041;861;549;231;66;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;3371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;9299;1150;4652;4647;583;1041;861;549;231;66;3;0;0;0;9292;0;0;1148;0;0
3533007;Nova Granada;7284;0;24;7284;19387;0;30;2376;0;0;9593;0;20;9794;0;8;1435;2214;1857;1177;404;78;17;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;6993;221;56;6;0;0;0;0;0;0;0;0;15;5;3;0;0;0;0;0;0;0;0;19387;2376;9593;9794;1435;2214;1857;1177;404;78;17;0;0;0;18575;654;125;2262;90;11
3533106;Nova Guataporanga;867;0;0;867;2153;3;0;256;0;0;1056;0;0;1097;0;0;196;314;187;110;40;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2153;256;1056;1097;196;314;187;110;40;3;0;3;0;0;2153;0;0;256;0;0
3533205;Nova Independência;1471;6;0;1471;4020;15;0;545;0;0;1954;11;0;2066;0;0;250;445;388;266;92;9;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1469;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4020;545;1954;2066;250;445;388;266;92;9;3;0;0;0;4015;0;3;545;0;0
3533254;Novais;1593;0;0;1593;4412;0;0;626;0;0;2217;0;0;2195;0;0;284;424;441;296;107;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1584;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4412;626;2217;2195;284;424;441;296;107;18;4;0;0;0;4391;21;0;620;6;0
3533304;Nova Luzitânia;1122;0;0;1122;2836;0;0;310;0;0;1429;0;0;1407;0;0;264;351;266;160;59;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2836;310;1429;1407;264;351;266;160;59;14;0;0;0;0;2836;0;0;310;0;0
3533403;Nova Odessa;22189;0;72;22189;61886;18;96;7255;4;0;30246;9;45;31640;7;51;3377;6785;5984;4101;1269;335;59;3;0;3;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;18856;356;2944;9;0;0;0;0;0;0;0;0;55;10;0;0;0;0;0;7;0;0;0;61886;7255;30246;31640;3377;6785;5984;4101;1269;335;59;3;0;3;53740;969;7137;6140;138;949
3533502;Novo Horizonte;14746;0;16;14746;38235;3;22;4395;0;0;18814;3;20;19421;0;0;2959;4760;3712;2255;732;147;21;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;14660;41;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;6;0;0;38235;4395;18814;19421;2959;4760;3712;2255;732;147;21;0;0;0;38055;115;63;4373;13;5
3533601;Nuporanga;2684;0;24;2684;7356;3;24;913;0;0;3626;0;14;3730;0;10;483;794;702;454;149;46;6;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;2684;0;0;0;0;0;0;0;0;0;0;0;19;5;0;0;0;0;0;0;0;0;0;7356;913;3626;3730;483;794;702;454;149;46;6;0;0;0;7356;0;0;913;0;0
3533700;Ocauçu;1622;0;0;1622;4325;4;0;567;0;0;2210;0;0;2115;3;0;325;485;408;273;89;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1614;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4325;567;2210;2115;325;485;408;273;89;18;0;0;0;0;4299;26;0;560;7;0
3533809;Óleo;973;0;0;973;2512;0;0;266;0;0;1285;0;0;1227;0;0;208;323;220;139;49;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2512;266;1285;1227;208;323;220;139;49;6;0;0;0;0;2512;0;0;266;0;0
3533908;Olímpia;20415;0;22;20415;54973;0;25;6570;0;3;26690;0;15;28283;0;8;3772;6278;5306;3336;1134;317;52;10;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;19769;140;482;4;0;0;0;0;0;0;0;0;13;5;0;0;0;0;4;0;0;0;0;54973;6570;26690;28283;3772;6278;5306;3336;1134;317;52;10;0;0;53542;424;979;6393;73;95
3534005;Onda Verde;1703;0;0;1703;4766;0;3;621;0;0;2395;0;3;2371;0;0;301;491;415;315;129;29;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1697;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4766;621;2395;2371;301;491;415;315;129;29;6;0;0;0;4750;10;0;617;3;0
3534104;Oriente;2202;0;19;2202;6060;0;25;664;0;15;2913;0;10;3147;0;15;376;639;615;361;135;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;2198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;6060;664;2913;3147;376;639;615;361;135;35;0;0;0;0;6051;0;5;663;0;0
3534203;Orindiúva;2117;3;14;2117;5994;9;19;801;0;0;2995;5;12;2999;4;4;351;588;536;428;156;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0;0;2110;0;0;7;0;0;0;3;0;0;0;0;0;10;0;0;0;0;0;4;0;0;0;5994;801;2995;2999;351;588;536;428;156;31;0;0;0;0;5987;0;0;801;0;0
3534302;Orlândia;13558;0;36;13558;38253;25;36;4213;0;4;18460;15;17;19793;6;19;2200;3886;3614;2556;847;252;47;6;3;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;13107;370;60;6;0;0;0;0;0;0;0;0;26;4;0;0;0;0;6;0;0;0;0;38253;4213;18460;19793;2200;3886;3614;2556;847;252;47;6;3;0;37106;983;146;4035;158;11
